Philequity Fund,,Philequity PSE Index Fund,,Philequity Dividend Yield Fund,,Philequity Peso Bond Fund,,Philequity Dollar Income Fund,
Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS 
19-Feb-03, 3.8090 ,4-Mar-03, 0.6398 ,,,14-Mar-03, 1.4237 ,21-Mar-03, 0.0283 
20-Feb-03, 3.8032 ,5-Mar-03, 0.6317 ,,,17-Mar-03, 1.4245 ,24-Mar-03, 0.0285 
21-Feb-03, 3.7864 ,6-Mar-03, 0.6348 ,,,18-Mar-03, 1.4247 ,25-Mar-03, 0.0283 
24-Feb-03, 3.7888 ,7-Mar-03, 0.6344 ,,,19-Mar-03, 1.4250 ,26-Mar-03, 0.0283 
26-Feb-03, 3.7796 ,10-Mar-03, 0.6327 ,,,20-Mar-03, 1.4252 ,27-Mar-03, 0.0284 
27-Feb-03, 3.7795 ,11-Mar-03, 0.6310 ,,,21-Mar-03, 1.4255 ,28-Mar-03, 0.0282 
28-Feb-03, 3.7940 ,12-Mar-03, 0.6278 ,,,24-Mar-03, 1.4262 ,31-Mar-03, 0.0285 
3-Mar-03, 3.8068 ,13-Mar-03, 0.6276 ,,,25-Mar-03, 1.4265 ,1-Apr-03, 0.0288 
4-Mar-03, 3.8144 ,14-Mar-03, 0.6294 ,,,26-Mar-03, 1.4268 ,2-Apr-03, 0.0288 
5-Mar-03, 3.7909 ,17-Mar-03, 0.6275 ,,,27-Mar-03, 1.4270 ,3-Apr-03, 0.0288 
6-Mar-03, 3.8148 ,18-Mar-03, 0.6305 ,,,28-Mar-03, 1.4273 ,4-Apr-03, 0.0288 
7-Mar-03, 3.8070 ,19-Mar-03, 0.6372 ,,,31-Mar-03, 1.4280 ,8-Apr-03, 0.0290 
10-Mar-03, 3.8043 ,20-Mar-03, 0.6460 ,,,1-Apr-03, 1.4283 ,9-Apr-03, 0.0288 
11-Mar-03, 3.8118 ,21-Mar-03, 0.6422 ,,,2-Apr-03, 1.4286 ,10-Apr-03, 0.0287 
12-Mar-03, 3.8131 ,24-Mar-03, 0.6425 ,,,3-Apr-03, 1.4288 ,11-Apr-03, 0.0287 
13-Mar-03, 3.8015 ,25-Mar-03, 0.6376 ,,,4-Apr-03, 1.4291 ,14-Apr-03, 0.0288 
14-Mar-03, 3.8142 ,26-Mar-03, 0.6403 ,,,8-Apr-03, 1.4303 ,15-Apr-03, 0.0287 
17-Mar-03, 3.8116 ,27-Mar-03, 0.6435 ,,,9-Apr-03, 1.4306 ,16-Apr-03, 0.0287 
18-Mar-03, 3.8257 ,28-Mar-03, 0.6450 ,,,10-Apr-03, 1.4308 ,21-Apr-03, 0.0288 
19-Mar-03, 3.8639 ,31-Mar-03, 0.6464 ,,,11-Apr-03, 1.4311 ,22-Apr-03, 0.0288 
20-Mar-03, 3.8998 ,1-Apr-03, 0.6454 ,,,12-Apr-03, 1.4320 ,23-Apr-03, 0.0289 
21-Mar-03, 3.8881 ,2-Apr-03, 0.6526 ,,,15-Apr-03, 1.4323 ,24-Apr-03, 0.0288 
24-Mar-03, 3.8796 ,3-Apr-03, 0.6575 ,,,16-Apr-03, 1.4326 ,25-Apr-03, 0.0289 
25-Mar-03, 3.8758 ,4-Apr-03, 0.6711 ,,,21-Apr-03, 1.4340 ,28-Apr-03, 0.0289 
26-Mar-03, 3.8855 ,8-Apr-03, 0.6792 ,,,22-Apr-03, 1.4343 ,29-Apr-03, 0.0288 
27-Mar-03, 3.8997 ,9-Apr-03, 0.6731 ,,,23-Apr-03, 1.4346 ,30-Apr-03, 0.0288 
28-Mar-03, 3.8981 ,10-Apr-03, 0.6811 ,,,24-Apr-03, 1.4348 ,5-May-03, 0.0288 
31-Mar-03, 3.8785 ,11-Apr-03, 0.6845 ,,,25-Apr-03, 1.4351 ,6-May-03, 0.0285 
1-Apr-03, 3.9594 ,14-Apr-03, 0.6900 ,,,28-Apr-03, 1.4360 ,7-May-03, 0.0284 
2-Apr-03, 4.0016 ,15-Apr-03, 0.6827 ,,,29-Apr-03, 1.4363 ,8-May-03, 0.0284 
3-Apr-03, 4.0226 ,16-Apr-03, 0.6859 ,,,30-Apr-03, 1.4366 ,9-May-03, 0.0284 
4-Apr-03, 4.0670 ,21-Apr-03, 0.6870 ,,,5-May-03, 1.4380 ,12-May-03, 0.0284 
8-Apr-03, 4.0837 ,22-Apr-03, 0.6844 ,,,6-May-03, 1.4383 ,13-May-03, 0.0284 
9-Apr-03, 4.0849 ,23-Apr-03, 0.6692 ,,,7-May-03, 1.4386 ,14-May-03, 0.0286 
10-Apr-03, 4.0916 ,24-Apr-03, 0.6626 ,,,8-May-03, 1.4389 ,15-May-03, 0.0285 
11-Apr-03, 4.1109 ,25-Apr-03, 0.6528 ,,,9-May-03, 1.4392 ,16-May-03, 0.0285 
14-Apr-03, 4.1470 ,28-Apr-03, 0.6469 ,,,12-May-03, 1.4402 ,19-May-03, 0.0285 
15-Apr-03, 4.1252 ,29-Apr-03, 0.6530 ,,,13-May-03, 1.4405 ,20-May-03, 0.0285 
16-Apr-03, 4.1762 ,30-Apr-03, 0.6624 ,,,14-May-03, 1.4408 ,21-May-03, 0.0285 
21-Apr-03, 4.1707 ,5-May-03, 0.6685 ,,,15-May-03, 1.4411 ,22-May-03, 0.0285 
22-Apr-03, 4.1483 ,6-May-03, 0.6701 ,,,16-May-03, 1.4414 ,23-May-03, 0.0285 
23-Apr-03, 4.0836 ,7-May-03, 0.6670 ,,,19-May-03, 1.4424 ,26-May-03, 0.0285 
24-Apr-03, 4.0425 ,8-May-03, 0.6680 ,,,20-May-03, 1.4427 ,27-May-03, 0.0285 
25-Apr-03, 4.0122 ,9-May-03, 0.6665 ,,,21-May-03, 1.4430 ,28-May-03, 0.0284 
28-Apr-03, 3.9781 ,12-May-03, 0.6605 ,,,22-May-03, 1.4433 ,29-May-03, 0.0284 
29-Apr-03, 4.0244 ,13-May-03, 0.6590 ,,,23-May-03, 1.4436 ,30-May-03, 0.0284 
30-Apr-03, 4.0649 ,14-May-03, 0.6605 ,,,26-May-03, 1.4446 ,2-Jun-03, 0.0284 
5-May-03, 4.1067 ,15-May-03, 0.6588 ,,,27-May-03, 1.4449 ,3-Jun-03, 0.0286 
6-May-03, 4.1223 ,16-May-03, 0.6603 ,,,28-May-03, 1.4452 ,4-Jun-03, 0.0284 
7-May-03, 4.0984 ,19-May-03, 0.6623 ,,,29-May-03, 1.4455 ,5-Jun-03, 0.0284 
8-May-03, 4.1028 ,20-May-03, 0.6580 ,,,30-May-03, 1.4458 ,6-Jun-03, 0.0287 
9-May-03, 4.0975 ,21-May-03, 0.6546 ,,,2-Jun-03, 1.4468 ,9-Jun-03, 0.0286 
12-May-03, 4.0731 ,22-May-03, 0.6564 ,,,3-Jun-03, 1.4471 ,10-Jun-03, 0.0285 
13-May-03, 4.0821 ,23-May-03, 0.6550 ,,,4-Jun-03, 1.4474 ,11-Jun-03, 0.0284 
14-May-03, 4.0796 ,26-May-03, 0.6565 ,,,5-Jun-03, 1.4477 ,12-Jun-03, 0.0287 
15-May-03, 4.0797 ,27-May-03, 0.6513 ,,,6-Jun-03, 1.4480 ,16-Jun-03, 0.0287 
16-May-03, 4.0628 ,28-May-03, 0.6573 ,,,9-Jun-03, 1.4490 ,17-Jun-03, 0.0286 
19-May-03, 4.0738 ,29-May-03, 0.6656 ,,,10-Jun-03, 1.4493 ,18-Jun-03, 0.0286 
20-May-03, 4.0423 ,30-May-03, 0.6688 ,,,11-Jun-03, 1.4496 ,19-Jun-03, 0.0286 
21-May-03, 4.0492 ,2-Jun-03, 0.6673 ,,,12-Jun-03, 1.4499 ,20-Jun-03, 0.0287 
22-May-03, 4.0417 ,3-Jun-03, 0.6769 ,,,16-Jun-03, 1.4511 ,23-Jun-03, 0.0287 
23-May-03, 4.0277 ,4-Jun-03, 0.6933 ,,,17-Jun-03, 1.4514 ,24-Jun-03, 0.0288 
26-May-03, 4.0359 ,5-Jun-03, 0.7145 ,,,18-Jun-03, 1.4517 ,25-Jun-03, 0.0286 
27-May-03, 4.0138 ,6-Jun-03, 0.7135 ,,,19-Jun-03, 1.4520 ,26-Jun-03, 0.0286 
28-May-03, 4.0376 ,9-Jun-03, 0.7096 ,,,20-Jun-03, 1.4523 ,27-Jun-03, 0.0285 
29-May-03, 4.0816 ,10-Jun-03, 0.7095 ,,,23-Jun-03, 1.4532 ,30-Jun-03, 0.0285 
30-May-03, 4.0850 ,11-Jun-03, 0.7157 ,,,24-Jun-03, 1.4535 ,1-Jul-03, 0.0285 
2-Jun-03, 4.0832 ,12-Jun-03, 0.7270 ,,,25-Jun-03, 1.4538 ,2-Jul-03, 0.0285 
3-Jun-03, 4.1256 ,16-Jun-03, 0.7348 ,,,26-Jun-03, 1.4542 ,3-Jul-03, 0.0285 
4-Jun-03, 4.1841 ,17-Jun-03, 0.7628 ,,,27-Jun-03, 1.4545 ,4-Jul-03, 0.0284 
5-Jun-03, 4.2469 ,18-Jun-03, 0.7565 ,,,30-Jun-03, 1.4554 ,7-Jul-03, 0.0285 
6-Jun-03, 4.2448 ,19-Jun-03, 0.7562 ,,,1-Jul-03, 1.4557 ,8-Jul-03, 0.0283 
9-Jun-03, 4.2212 ,20-Jun-03, 0.7509 ,,,2-Jul-03, 1.4525 ,9-Jul-03, 0.0285 
10-Jun-03, 4.1999 ,23-Jun-03, 0.7464 ,,,3-Jul-03, 1.4528 ,10-Jul-03, 0.0285 
11-Jun-03, 4.2413 ,24-Jun-03, 0.7342 ,,,4-Jul-03, 1.4531 ,11-Jul-03, 0.0285 
12-Jun-03, 4.3050 ,25-Jun-03, 0.7476 ,,,7-Jul-03, 1.4540 ,14-Jul-03, 0.0285 
16-Jun-03, 4.3516 ,26-Jun-03, 0.7428 ,,,8-Jul-03, 1.4543 ,15-Jul-03, 0.0285 
17-Jun-03, 4.4522 ,27-Jun-03, 0.7500 ,,,9-Jul-03, 1.4546 ,16-Jul-03, 0.0285 
18-Jun-03, 4.4400 ,30-Jun-03, 0.7437 ,,,10-Jul-03, 1.4549 ,17-Jul-03, 0.0285 
19-Jun-03, 4.4404 ,1-Jul-03, 0.7424 ,,,11-Jul-03, 1.4552 ,18-Jul-03, 0.0286 
20-Jun-03, 4.4434 ,2-Jul-03, 0.7429 ,,,14-Jul-03, 1.4561 ,21-Jul-03, 0.0285 
23-Jun-03, 4.4256 ,3-Jul-03, 0.7567 ,,,15-Jul-03, 1.4564 ,22-Jul-03, 0.0285 
24-Jun-03, 4.3665 ,4-Jul-03, 0.7595 ,,,16-Jul-03, 1.4567 ,23-Jul-03, 0.0287 
25-Jun-03, 4.4274 ,7-Jul-03, 0.7704 ,,,17-Jul-03, 1.4570 ,24-Jul-03, 0.0287 
26-Jun-03, 4.3929 ,8-Jul-03, 0.7754 ,,,18-Jul-03, 1.4573 ,25-Jul-03, 0.0286 
27-Jun-03, 4.4209 ,9-Jul-03, 0.7735 ,,,21-Jul-03, 1.4582 ,28-Jul-03, 0.0286 
30-Jun-03, 4.3830 ,10-Jul-03, 0.7650 ,,,22-Jul-03, 1.4585 ,29-Jul-03, 0.0286 
1-Jul-03, 4.3784 ,11-Jul-03, 0.7619 ,,,23-Jul-03, 1.4588 ,30-Jul-03, 0.0286 
2-Jul-03, 4.3856 ,14-Jul-03, 0.7548 ,,,24-Jul-03, 1.4591 ,31-Jul-03, 0.0285 
3-Jul-03, 4.4960 ,15-Jul-03, 0.7627 ,,,25-Jul-03, 1.4594 ,1-Aug-03, 0.0285 
4-Jul-03, 4.4976 ,16-Jul-03, 0.7618 ,,,28-Jul-03, 1.4603 ,4-Aug-03, 0.0286 
7-Jul-03, 4.5371 ,17-Jul-03, 0.7636 ,,,29-Jul-03, 1.4606 ,5-Aug-03, 0.0285 
8-Jul-03, 4.5621 ,18-Jul-03, 0.7685 ,,,30-Jul-03, 1.4609 ,6-Aug-03, 0.0284 
9-Jul-03, 4.5393 ,21-Jul-03, 0.7756 ,,,31-Jul-03, 1.4612 ,7-Aug-03, 0.0285 
10-Jul-03, 4.5030 ,22-Jul-03, 0.7767 ,,,1-Aug-03, 1.4615 ,8-Aug-03, 0.0284 
11-Jul-03, 4.4646 ,23-Jul-03, 0.7759 ,,,4-Aug-03, 1.4624 ,11-Aug-03, 0.0285 
14-Jul-03, 4.4422 ,24-Jul-03, 0.7699 ,,,5-Aug-03, 1.4627 ,12-Aug-03, 0.0285 
15-Jul-03, 4.5050 ,25-Jul-03, 0.7694 ,,,6-Aug-03, 1.4630 ,13-Aug-03, 0.0285 
16-Jul-03, 4.5073 ,28-Jul-03, 0.7566 ,,,7-Aug-03, 1.4633 ,14-Aug-03, 0.0285 
17-Jul-03, 4.5475 ,29-Jul-03, 0.7405 ,,,8-Aug-03, 1.4635 ,15-Aug-03, 0.0285 
18-Jul-03, 4.5563 ,30-Jul-03, 0.7427 ,,,11-Aug-03, 1.4643 ,18-Aug-03, 0.0285 
21-Jul-03, 4.6326 ,31-Jul-03, 0.7483 ,,,12-Aug-03, 1.4646 ,19-Aug-03, 0.0285 
22-Jul-03, 4.6035 ,1-Aug-03, 0.7457 ,,,13-Aug-03, 1.4648 ,20-Aug-03, 0.0285 
23-Jul-03, 4.5913 ,4-Aug-03, 0.7278 ,,,14-Aug-03, 1.4651 ,21-Aug-03, 0.0285 
24-Jul-03, 4.5624 ,5-Aug-03, 0.7379 ,,,15-Aug-03, 1.4654 ,25-Aug-03, 0.0285 
25-Jul-03, 4.5768 ,6-Aug-03, 0.7321 ,,,18-Aug-03, 1.4661 ,26-Aug-03, 0.0285 
28-Jul-03, 4.4424 ,7-Aug-03, 0.7325 ,,,19-Aug-03, 1.4664 ,27-Aug-03, 0.0285 
29-Jul-03, 4.4328 ,8-Aug-03, 0.7453 ,,,20-Aug-03, 1.4667 ,28-Aug-03, 0.0285 
30-Jul-03, 4.4593 ,11-Aug-03, 0.7477 ,,,21-Aug-03, 1.4669 ,29-Aug-03, 0.0285 
31-Jul-03, 4.4891 ,12-Aug-03, 0.7521 ,,,25-Aug-03, 1.4680 ,31-Aug-03, 0.0285 
1-Aug-03, 4.4690 ,13-Aug-03, 0.7589 ,,,26-Aug-03, 1.4682 ,1-Sep-03, 0.0285 
4-Aug-03, 4.3777 ,14-Aug-03, 0.7596 ,,,27-Aug-03, 1.4685 ,2-Sep-03, 0.0285 
5-Aug-03, 4.4217 ,15-Aug-03, 0.7515 ,,,28-Aug-03, 1.4687 ,3-Sep-03, 0.0286 
6-Aug-03, 4.4146 ,18-Aug-03, 0.7519 ,,,29-Aug-03, 1.4690 ,4-Sep-03, 0.0286 
7-Aug-03, 4.4055 ,19-Aug-03, 0.7565 ,,,31-Aug-03, 1.4695 ,5-Sep-03, 0.0286 
8-Aug-03, 4.4826 ,20-Aug-03, 0.7500 ,,,1-Sep-03, 1.4698 ,8-Sep-03, 0.0286 
11-Aug-03, 4.5053 ,21-Aug-03, 0.7509 ,,,2-Sep-03, 1.4700 ,9-Sep-03, 0.0286 
12-Aug-03, 4.5281 ,25-Aug-03, 0.7586 ,,,3-Sep-03, 1.4703 ,10-Sep-03, 0.0286 
13-Aug-03, 4.5462 ,26-Aug-03, 0.7524 ,,,4-Sep-03, 1.4705 ,11-Sep-03, 0.0286 
14-Aug-03, 4.5551 ,27-Aug-03, 0.7495 ,,,5-Sep-03, 1.4708 ,12-Sep-03, 0.0286 
15-Aug-03, 4.5248 ,28-Aug-03, 0.7378 ,,,8-Sep-03, 1.4716 ,15-Sep-03, 0.0286 
18-Aug-03, 4.5531 ,29-Aug-03, 0.7252 ,,,9-Sep-03, 1.4718 ,16-Sep-03, 0.0286 
19-Aug-03, 4.5645 ,1-Sep-03, 0.7298 ,,,10-Sep-03, 1.4721 ,17-Sep-03, 0.0286 
20-Aug-03, 4.4715 ,2-Sep-03, 0.7371 ,,,11-Sep-03, 1.4723 ,18-Sep-03, 0.0288 
21-Aug-03, 4.4791 ,3-Sep-03, 0.7488 ,,,12-Sep-03, 1.4726 ,19-Sep-03, 0.0288 
25-Aug-03, 4.5026 ,4-Sep-03, 0.7448 ,,,15-Sep-03, 1.4733 ,22-Sep-03, 0.0285 
26-Aug-03, 4.4582 ,5-Sep-03, 0.7483 ,,,16-Sep-03, 1.4736 ,23-Sep-03, 0.0286 
27-Aug-03, 4.4351 ,8-Sep-03, 0.7570 ,,,17-Sep-03, 1.4738 ,24-Sep-03, 0.0286 
28-Aug-03, 4.3737 ,9-Sep-03, 0.7761 ,,,18-Sep-03, 1.4741 ,25-Sep-03, 0.0286 
29-Aug-03, 4.3254 ,10-Sep-03, 0.7728 ,,,19-Sep-03, 1.4743 ,26-Sep-03, 0.0286 
1-Sep-03, 4.3457 ,11-Sep-03, 0.7650 ,,,22-Sep-03, 1.4750 ,29-Sep-03, 0.0286 
2-Sep-03, 4.3815 ,12-Sep-03, 0.7629 ,,,23-Sep-03, 1.4753 ,30-Sep-03, 0.0286 
3-Sep-03, 4.4171 ,15-Sep-03, 0.7657 ,,,24-Sep-03, 1.4755 ,1-Oct-03, 0.0285 
4-Sep-03, 4.4295 ,16-Sep-03, 0.7744 ,,,25-Sep-03, 1.4758 ,2-Oct-03, 0.0285 
5-Sep-03, 4.4280 ,17-Sep-03, 0.7874 ,,,26-Sep-03, 1.4760 ,3-Oct-03, 0.0286 
8-Sep-03, 4.4598 ,18-Sep-03, 0.7870 ,,,29-Sep-03, 1.4767 ,6-Oct-03, 0.0287 
9-Sep-03, 4.5485 ,19-Sep-03, 0.7829 ,,,30-Sep-03, 1.4770 ,7-Oct-03, 0.0287 
10-Sep-03, 4.5515 ,22-Sep-03, 0.7850 ,,,1-Oct-03, 1.4772 ,8-Oct-03, 0.0287 
11-Sep-03, 4.5168 ,23-Sep-03, 0.7792 ,,,2-Oct-03, 1.4775 ,9-Oct-03, 0.0287 
12-Sep-03, 4.4995 ,24-Sep-03, 0.7868 ,,,3-Oct-03, 1.4777 ,10-Oct-03, 0.0287 
15-Sep-03, 4.5118 ,25-Sep-03, 0.7846 ,,,6-Oct-03, 1.4785 ,13-Oct-03, 0.0287 
16-Sep-03, 4.5342 ,26-Sep-03, 0.7844 ,,,7-Oct-03, 1.4787 ,14-Oct-03, 0.0288 
17-Sep-03, 4.5972 ,29-Sep-03, 0.7823 ,,,8-Oct-03, 1.4790 ,15-Oct-03, 0.0288 
18-Sep-03, 4.5976 ,30-Sep-03, 0.7777 ,,,9-Oct-03, 1.4792 ,16-Oct-03, 0.0287 
19-Sep-03, 4.5723 ,1-Oct-03, 0.7727 ,,,10-Oct-03, 1.4794 ,17-Oct-03, 0.0287 
22-Sep-03, 4.5879 ,2-Oct-03, 0.7776 ,,,13-Oct-03, 1.4802 ,20-Oct-03, 0.0287 
23-Sep-03, 4.5626 ,3-Oct-03, 0.7815 ,,,14-Oct-03, 1.4804 ,21-Oct-03, 0.0287 
24-Sep-03, 4.5883 ,6-Oct-03, 0.7829 ,,,15-Oct-03, 1.4807 ,22-Oct-03, 0.0286 
25-Sep-03, 4.5915 ,7-Oct-03, 0.7847 ,,,16-Oct-03, 1.4809 ,23-Oct-03, 0.0286 
26-Sep-03, 4.5846 ,8-Oct-03, 0.7775 ,,,17-Oct-03, 1.4812 ,24-Oct-03, 0.0288 
29-Sep-03, 4.5831 ,9-Oct-03, 0.7802 ,,,20-Oct-03, 1.4819 ,27-Oct-03, 0.0289 
30-Sep-03, 4.5461 ,10-Oct-03, 0.7999 ,,,21-Oct-03, 1.4822 ,28-Oct-03, 0.0288 
1-Oct-03, 4.5503 ,13-Oct-03, 0.8183 ,,,22-Oct-03, 1.4824 ,29-Oct-03, 0.0288 
2-Oct-03, 4.5838 ,14-Oct-03, 0.8088 ,,,23-Oct-03, 1.4826 ,30-Oct-03, 0.0287 
3-Oct-03, 4.6219 ,15-Oct-03, 0.8048 ,,,24-Oct-03, 1.4829 ,31-Oct-03, 0.0287 
6-Oct-03, 4.6343 ,16-Oct-03, 0.8110 ,,,27-Oct-03, 1.4834 ,3-Nov-03, 0.0289 
7-Oct-03, 4.6481 ,17-Oct-03, 0.8107 ,,,28-Oct-03, 1.4836 ,4-Nov-03, 0.0289 
8-Oct-03, 4.6219 ,20-Oct-03, 0.8110 ,,,29-Oct-03, 1.4839 ,5-Nov-03, 0.0288 
9-Oct-03, 4.6453 ,21-Oct-03, 0.8194 ,,,30-Oct-03, 1.4841 ,6-Nov-03, 0.0288 
10-Oct-03, 4.7174 ,22-Oct-03, 0.8176 ,,,31-Oct-03, 1.4843 ,7-Nov-03, 0.0288 
13-Oct-03, 4.7890 ,23-Oct-03, 0.8083 ,,,3-Nov-03, 1.4851 ,10-Nov-03, 0.0288 
14-Oct-03, 4.7374 ,24-Oct-03, 0.8080 ,,,4-Nov-03, 1.4853 ,11-Nov-03, 0.0288 
15-Oct-03, 4.7043 ,27-Oct-03, 0.8050 ,,,5-Nov-03, 1.4856 ,12-Nov-03, 0.0288 
16-Oct-03, 4.7613 ,28-Oct-03, 0.8075 ,,,6-Nov-03, 1.4858 ,13-Nov-03, 0.0289 
17-Oct-03, 4.7595 ,29-Oct-03, 0.8084 ,,,7-Nov-03, 1.4861 ,14-Nov-03, 0.0289 
20-Oct-03, 4.7511 ,30-Oct-03, 0.8168 ,,,10-Nov-03, 1.4868 ,17-Nov-03, 0.0289 
21-Oct-03, 4.7903 ,31-Oct-03, 0.8269 ,,,11-Nov-03, 1.4870 ,18-Nov-03, 0.0288 
22-Oct-03, 4.8139 ,3-Nov-03, 0.8308 ,,,12-Nov-03, 1.4873 ,19-Nov-03, 0.0288 
23-Oct-03, 4.7631 ,4-Nov-03, 0.8417 ,,,13-Nov-03, 1.4875 ,20-Nov-03, 0.0288 
24-Oct-03, 4.7606 ,5-Nov-03, 0.8409 ,,,14-Nov-03, 1.4878 ,21-Nov-03, 0.0288 
27-Oct-03, 4.7345 ,6-Nov-03, 0.8395 ,,,17-Nov-03, 1.4885 ,24-Nov-03, 0.0288 
28-Oct-03, 4.7513 ,7-Nov-03, 0.8340 ,,,18-Nov-03, 1.4888 ,25-Nov-03, 0.0289 
29-Oct-03, 4.7632 ,10-Nov-03, 0.8321 ,,,19-Nov-03, 1.4890 ,27-Nov-03, 0.0289 
30-Oct-03, 4.8034 ,11-Nov-03, 0.8188 ,,,20-Nov-03, 1.4893 ,28-Nov-03, 0.0289 
31-Oct-03, 4.8501 ,12-Nov-03, 0.8083 ,,,21-Nov-03, 1.4895 ,1-Dec-03, 0.0290 
3-Nov-03, 4.8683 ,13-Nov-03, 0.7981 ,,,24-Nov-03, 1.4903 ,2-Dec-03, 0.0290 
4-Nov-03, 4.9261 ,14-Nov-03, 0.7988 ,,,25-Nov-03, 1.4905 ,3-Dec-03, 0.0288 
5-Nov-03, 4.9199 ,17-Nov-03, 0.7899 ,,,27-Nov-03, 1.4910 ,4-Dec-03, 0.0289 
6-Nov-03, 4.9039 ,18-Nov-03, 0.7896 ,,,28-Nov-03, 1.4913 ,5-Dec-03, 0.0289 
7-Nov-03, 4.8749 ,19-Nov-03, 0.7845 ,,,1-Dec-03, 1.4920 ,8-Dec-03, 0.0289 
10-Nov-03, 4.8688 ,20-Nov-03, 0.7918 ,,,2-Dec-03, 1.4922 ,9-Dec-03, 0.0291 
11-Nov-03, 4.8279 ,21-Nov-03, 0.7928 ,,,3-Dec-03, 1.4925 ,10-Dec-03, 0.0288 
12-Nov-03, 4.7809 ,24-Nov-03, 0.7930 ,,,4-Dec-03, 1.4927 ,11-Dec-03, 0.0290 
13-Nov-03, 4.7463 ,25-Nov-03, 0.7979 ,,,5-Dec-03, 1.4930 ,12-Dec-03, 0.0290 
14-Nov-03, 4.7530 ,27-Nov-03, 0.7849 ,,,8-Dec-03, 1.4937 ,15-Dec-03, 0.0288 
17-Nov-03, 4.7239 ,28-Nov-03, 0.7821 ,,,9-Dec-03, 1.4940 ,16-Dec-03, 0.0288 
18-Nov-03, 4.7239 ,1-Dec-03, 0.7857 ,,,10-Dec-03, 1.4942 ,17-Dec-03, 0.0290 
19-Nov-03, 4.7027 ,2-Dec-03, 0.7938 ,,,11-Dec-03, 1.4947 ,18-Dec-03, 0.0288 
20-Nov-03, 4.7308 ,3-Dec-03, 0.8048 ,,,12-Dec-03, 1.4950 ,19-Dec-03, 0.0288 
21-Nov-03, 4.7503 ,4-Dec-03, 0.8017 ,,,15-Dec-03, 1.4958 ,22-Dec-03, 0.0288 
24-Nov-03, 4.7642 ,5-Dec-03, 0.7985 ,,,16-Dec-03, 1.4961 ,23-Dec-03, 0.0291 
25-Nov-03, 4.8075 ,8-Dec-03, 0.8009 ,,,17-Dec-03, 1.4964 ,29-Dec-03, 0.0291 
27-Nov-03, 4.7562 ,9-Dec-03, 0.8093 ,,,18-Dec-03, 1.4966 ,30-Dec-03, 0.0290 
28-Nov-03, 4.7366 ,10-Dec-03, 0.8062 ,,,19-Dec-03, 1.4969 ,31-Dec-03, 0.0290 
1-Dec-03, 4.7664 ,11-Dec-03, 0.8059 ,,,22-Dec-03, 1.4977 ,5-Jan-04, 0.0291 
2-Dec-03, 4.8042 ,12-Dec-03, 0.8185 ,,,23-Dec-03, 1.4980 ,6-Jan-04, 0.0292 
3-Dec-03, 4.8316 ,15-Dec-03, 0.8245 ,,,29-Dec-03, 1.4996 ,7-Jan-04, 0.0292 
4-Dec-03, 4.8100 ,16-Dec-03, 0.8268 ,,,30-Dec-03, 1.4999 ,8-Jan-04, 0.0291 
5-Dec-03, 4.7907 ,17-Dec-03, 0.8263 ,,,31-Dec-03, 1.5002 ,9-Jan-04, 0.0291 
8-Dec-03, 4.8041 ,18-Dec-03, 0.8326 ,,,5-Jan-04, 1.5015 ,12-Jan-04, 0.0291 
9-Dec-03, 4.8335 ,19-Dec-03, 0.8386 ,,,6-Jan-04, 1.5018 ,13-Jan-04, 0.0291 
10-Dec-03, 4.8143 ,22-Dec-03, 0.8379 ,,,7-Jan-04, 1.5021 ,14-Jan-04, 0.0291 
11-Dec-03, 4.7610 ,23-Dec-03, 0.8404 ,,,8-Jan-04, 1.5023 ,15-Jan-04, 0.0291 
12-Dec-03, 4.8154 ,29-Dec-03, 0.8533 ,,,9-Jan-04, 1.5026 ,16-Jan-04, 0.0291 
15-Dec-03, 4.8372 ,30-Dec-03, 0.8490 ,,,12-Jan-04, 1.5034 ,19-Jan-04, 0.0292 
16-Dec-03, 4.8428 ,5-Jan-04, 0.8751 ,,,13-Jan-04, 1.5037 ,20-Jan-04, 0.0291 
17-Dec-03, 4.8641 ,6-Jan-04, 0.8995 ,,,14-Jan-04, 1.5040 ,21-Jan-04, 0.0292 
18-Dec-03, 4.8924 ,7-Jan-04, 0.8907 ,,,15-Jan-04, 1.5043 ,22-Jan-04, 0.0292 
19-Dec-03, 4.9652 ,8-Jan-04, 0.8799 ,,,16-Jan-04, 1.5045 ,23-Jan-04, 0.0292 
22-Dec-03, 4.9683 ,9-Jan-04, 0.8971 ,,,19-Jan-04, 1.5053 ,26-Jan-04, 0.0291 
23-Dec-03, 4.9998 ,12-Jan-04, 0.8822 ,,,20-Jan-04, 1.5046 ,27-Jan-04, 0.0291 
29-Dec-03, 5.0435 ,13-Jan-04, 0.8861 ,,,21-Jan-04, 1.5049 ,28-Jan-04, 0.0291 
30-Dec-03, 5.0201 ,14-Jan-04, 0.8956 ,,,22-Jan-04, 1.5052 ,29-Jan-04, 0.0291 
5-Jan-04, 5.1271 ,15-Jan-04, 0.8867 ,,,23-Jan-04, 1.5055 ,30-Jan-04, 0.0293 
6-Jan-04, 5.2313 ,16-Jan-04, 0.8922 ,,,26-Jan-04, 1.5063 ,2-Feb-04, 0.0293 
7-Jan-04, 5.1948 ,19-Jan-04, 0.8931 ,,,27-Jan-04, 1.5066 ,3-Feb-04, 0.0293 
