Philequity Fund,,Philequity PSE Index Fund,,Philequity Dividend Yield Fund,,Philequity Peso Bond Fund,,Philequity Dollar Income Fund,
Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS 
28-Nov-14, 37.3357 ,28-Nov-14, 4.8611 ,28-Nov-14, 1.2616 ,28-Nov-14, 3.4966 ,28-Nov-14, 0.0547 
1-Dec-14, 37.3695 ,1-Dec-14, 4.8848 ,1-Dec-14, 1.2613 ,1-Dec-14, 3.5194 ,1-Dec-14, 0.0547 
2-Dec-14, 37.4927 ,2-Dec-14, 4.8919 ,2-Dec-14, 1.2666 ,2-Dec-14, 3.5071 ,2-Dec-14, 0.0547 
3-Dec-14, 37.4746 ,3-Dec-14, 4.9026 ,3-Dec-14, 1.2664 ,3-Dec-14, 3.5133 ,3-Dec-14, 0.0547 
4-Dec-14, 37.1748 ,4-Dec-14, 4.8648 ,4-Dec-14, 1.2541 ,4-Dec-14, 3.5157 ,4-Dec-14, 0.0547 
5-Dec-14, 36.8213 ,5-Dec-14, 4.8206 ,5-Dec-14, 1.2447 ,5-Dec-14, 3.5306 ,5-Dec-14, 0.0547 
9-Dec-14, 36.5725 ,9-Dec-14, 4.7906 ,9-Dec-14, 1.2361 ,9-Dec-14, 3.5027 ,9-Dec-14, 0.0547 
10-Dec-14, 36.5474 ,10-Dec-14, 4.7850 ,10-Dec-14, 1.2355 ,10-Dec-14, 3.4964 ,10-Dec-14, 0.0547 
11-Dec-14, 36.0114 ,11-Dec-14, 4.7206 ,11-Dec-14, 1.2162 ,11-Dec-14, 3.5152 ,11-Dec-14, 0.0547 
12-Dec-14, 36.7799 ,12-Dec-14, 4.8160 ,12-Dec-14, 1.2438 ,12-Dec-14, 3.5209 ,12-Dec-14, 0.0547 
15-Dec-14, 37.0030 ,15-Dec-14, 4.8479 ,15-Dec-14, 1.2547 ,15-Dec-14, 3.5072 ,15-Dec-14, 0.0547 
16-Dec-14, 36.7290 ,16-Dec-14, 4.7752 ,16-Dec-14, 1.2457 ,16-Dec-14, 3.5191 ,16-Dec-14, 0.0547 
17-Dec-14, 36.0098 ,17-Dec-14, 4.6530 ,17-Dec-14, 1.2208 ,17-Dec-14, 3.5087 ,17-Dec-14, 0.0547 
18-Dec-14, 36.1607 ,18-Dec-14, 4.6920 ,18-Dec-14, 1.2276 ,18-Dec-14, 3.5085 ,18-Dec-14, 0.0547 
19-Dec-14, 36.5771 ,19-Dec-14, 4.7530 ,19-Dec-14, 1.2399 ,19-Dec-14, 3.5158 ,19-Dec-14, 0.0547 
22-Dec-14, 36.8208 ,22-Dec-14, 4.7601 ,22-Dec-14, 1.2477 ,22-Dec-14, 3.5197 ,22-Dec-14, 0.0547 
23-Dec-14, 36.9196 ,23-Dec-14, 4.7896 ,23-Dec-14, 1.2500 ,23-Dec-14, 3.4858 ,23-Dec-14, 0.0547 
29-Dec-14, 37.1886 ,29-Dec-14, 4.8158 ,29-Dec-14, 1.2568 ,29-Dec-14, 3.5201 ,29-Dec-14, 0.0547 
5-Jan-15, 37.2297 ,5-Jan-15, 4.8438 ,5-Jan-15, 1.2583 ,5-Jan-15, 3.5242 ,5-Jan-15, 0.0548 
6-Jan-15, 37.1847 ,6-Jan-15, 4.8446 ,6-Jan-15, 1.2590 ,6-Jan-15, 3.4916 ,6-Jan-15, 0.0548 
7-Jan-15, 37.3284 ,7-Jan-15, 4.8643 ,7-Jan-15, 1.2641 ,7-Jan-15, 3.5049 ,7-Jan-15, 0.0548 
8-Jan-15, 37.4833 ,8-Jan-15, 4.9002 ,8-Jan-15, 1.2674 ,8-Jan-15, 3.5049 ,8-Jan-15, 0.0548 
9-Jan-15, 37.5487 ,9-Jan-15, 4.9217 ,9-Jan-15, 1.2715 ,9-Jan-15, 3.5326 ,9-Jan-15, 0.0548 
12-Jan-15, 37.3797 ,12-Jan-15, 4.8916 ,12-Jan-15, 1.2675 ,12-Jan-15, 3.4844 ,12-Jan-15, 0.0548 
13-Jan-15, 37.5750 ,13-Jan-15, 4.9168 ,13-Jan-15, 1.2764 ,13-Jan-15, 3.5446 ,13-Jan-15, 0.0548 
14-Jan-15, 37.9518 ,14-Jan-15, 4.9737 ,14-Jan-15, 1.2907 ,14-Jan-15, 3.5409 ,14-Jan-15, 0.0548 
19-Jan-15, 37.8721 ,19-Jan-15, 4.9674 ,19-Jan-15, 1.2858 ,19-Jan-15, 3.5412 ,19-Jan-15, 0.0549 
20-Jan-15, 37.6118 ,20-Jan-15, 4.9470 ,20-Jan-15, 1.2796 ,20-Jan-15, 3.5568 ,20-Jan-15, 0.0549 
21-Jan-15, 37.5942 ,21-Jan-15, 4.9599 ,21-Jan-15, 1.2766 ,21-Jan-15, 3.6227 ,21-Jan-15, 0.0552 
22-Jan-15, 37.3574 ,22-Jan-15, 4.9220 ,22-Jan-15, 1.2709 ,22-Jan-15, 3.6289 ,22-Jan-15, 0.0552 
23-Jan-15, 38.0267 ,23-Jan-15, 5.0037 ,23-Jan-15, 1.2943 ,23-Jan-15, 3.6300 ,23-Jan-15, 0.0553 
26-Jan-15, 38.0204 ,26-Jan-15, 5.0270 ,26-Jan-15, 1.2956 ,26-Jan-15, 3.6486 ,26-Jan-15, 0.0553 
27-Jan-15, 38.2286 ,27-Jan-15, 5.0548 ,27-Jan-15, 1.3094 ,27-Jan-15, 3.6573 ,27-Jan-15, 0.0553 
28-Jan-15, 38.3466 ,28-Jan-15, 5.0733 ,28-Jan-15, 1.3125 ,28-Jan-15, 3.6540 ,28-Jan-15, 0.0554 
29-Jan-15, 38.1434 ,29-Jan-15, 5.0468 ,29-Jan-15, 1.3067 ,29-Jan-15, 3.6782 ,29-Jan-15, 0.0555 
30-Jan-15, 38.4645 ,30-Jan-15, 5.0917 ,30-Jan-15, 1.3173 ,30-Jan-15, 3.6750 ,30-Jan-15, 0.0555 
2-Feb-15, 38.0707 ,2-Feb-15, 5.0535 ,2-Feb-15, 1.3035 ,2-Feb-15, 3.6948 ,2-Feb-15, 0.0555 
3-Feb-15, 37.9757 ,3-Feb-15, 5.0417 ,3-Feb-15, 1.3005 ,3-Feb-15, 3.6847 ,3-Feb-15, 0.0555 
4-Feb-15, 38.3301 ,4-Feb-15, 5.1050 ,4-Feb-15, 1.3150 ,4-Feb-15, 3.6520 ,4-Feb-15, 0.0554 
5-Feb-15, 38.1378 ,5-Feb-15, 5.0780 ,5-Feb-15, 1.3076 ,5-Feb-15, 3.6699 ,5-Feb-15, 0.0555 
6-Feb-15, 38.4073 ,6-Feb-15, 5.1116 ,6-Feb-15, 1.3178 ,6-Feb-15, 3.6570 ,6-Feb-15, 0.0554 
9-Feb-15, 38.6351 ,9-Feb-15, 5.1443 ,9-Feb-15, 1.3281 ,9-Feb-15, 3.5968 ,9-Feb-15, 0.0553 
10-Feb-15, 38.3556 ,10-Feb-15, 5.1071 ,10-Feb-15, 1.3192 ,10-Feb-15, 3.5712 ,10-Feb-15, 0.0553 
11-Feb-15, 38.1584 ,11-Feb-15, 5.0843 ,11-Feb-15, 1.3092 ,11-Feb-15, 3.5712 ,11-Feb-15, 0.0552 
12-Feb-15, 38.2258 ,12-Feb-15, 5.1014 ,12-Feb-15, 1.3140 ,12-Feb-15, 3.5635 ,12-Feb-15, 0.0553 
13-Feb-15, 38.5727 ,13-Feb-15, 5.1394 ,13-Feb-15, 1.3281 ,13-Feb-15, 3.5797 ,13-Feb-15, 0.0553 
16-Feb-15, 38.6234 ,16-Feb-15, 5.1452 ,16-Feb-15, 1.3269 ,16-Feb-15, 3.5778 ,16-Feb-15, 0.0553 
17-Feb-15, 38.7116 ,17-Feb-15, 5.1503 ,17-Feb-15, 1.3292 ,17-Feb-15, 3.5638 ,17-Feb-15, 0.0553 
18-Feb-15, 38.6795 ,18-Feb-15, 5.1582 ,18-Feb-15, 1.3284 ,18-Feb-15, 3.5414 ,18-Feb-15, 0.0553 
20-Feb-15, 38.7121 ,20-Feb-15, 5.1721 ,20-Feb-15, 1.3269 ,20-Feb-15, 3.5399 ,20-Feb-15, 0.0553 
23-Feb-15, 38.7639 ,23-Feb-15, 5.1755 ,23-Feb-15, 1.3282 ,23-Feb-15, 3.5420 ,23-Feb-15, 0.0553 
24-Feb-15, 38.9058 ,24-Feb-15, 5.1809 ,24-Feb-15, 1.3354 ,24-Feb-15, 3.5403 ,24-Feb-15, 0.0554 
25-Feb-15, 39.0064 ,25-Feb-15, 5.1864 ,25-Feb-15, 1.3367 ,25-Feb-15, 3.5491 ,25-Feb-15, 0.0555 
26-Feb-15, 38.6208 ,26-Feb-15, 5.1345 ,26-Feb-15, 1.3240 ,26-Feb-15, 3.5499 ,26-Feb-15, 0.0555 
27-Feb-15, 38.5687 ,27-Feb-15, 5.1126 ,27-Feb-15, 1.3215 ,27-Feb-15, 3.5467 ,27-Feb-15, 0.0555 
2-Mar-15, 38.7919 ,2-Mar-15, 5.1391 ,2-Mar-15, 1.3290 ,2-Mar-15, 3.5408 ,2-Mar-15, 0.0555 
3-Mar-15, 38.7449 ,3-Mar-15, 5.1426 ,3-Mar-15, 1.3286 ,3-Mar-15, 3.5554 ,3-Mar-15, 0.0555 
4-Mar-15, 39.0602 ,4-Mar-15, 5.1873 ,4-Mar-15, 1.3403 ,4-Mar-15, 3.5318 ,4-Mar-15, 0.0554 
5-Mar-15, 38.9611 ,5-Mar-15, 5.1687 ,5-Mar-15, 1.3376 ,5-Mar-15, 3.5371 ,5-Mar-15, 0.0554 
6-Mar-15, 39.1924 ,6-Mar-15, 5.1955 ,6-Mar-15, 1.3464 ,6-Mar-15, 3.5380 ,6-Mar-15, 0.0554 
9-Mar-15, 38.9773 ,9-Mar-15, 5.1687 ,9-Mar-15, 1.3394 ,9-Mar-15, 3.5272 ,9-Mar-15, 0.0553 
10-Mar-15, 39.0105 ,10-Mar-15, 5.1735 ,10-Mar-15, 1.3408 ,10-Mar-15, 3.5281 ,10-Mar-15, 0.0553 
11-Mar-15, 38.6939 ,11-Mar-15, 5.1495 ,11-Mar-15, 1.3280 ,11-Mar-15, 3.5276 ,11-Mar-15, 0.0553 
12-Mar-15, 38.9532 ,12-Mar-15, 5.1936 ,12-Mar-15, 1.3376 ,12-Mar-15, 3.5262 ,12-Mar-15, 0.0553 
13-Mar-15, 38.8975 ,13-Mar-15, 5.1730 ,13-Mar-15, 1.3378 ,13-Mar-15, 3.5274 ,13-Mar-15, 0.0553 
16-Mar-15, 38.4677 ,16-Mar-15, 5.1238 ,16-Mar-15, 1.3208 ,16-Mar-15, 3.5301 ,16-Mar-15, 0.0553 
17-Mar-15, 38.7016 ,17-Mar-15, 5.1609 ,17-Mar-15, 1.3316 ,17-Mar-15, 3.5306 ,17-Mar-15, 0.0553 
18-Mar-15, 38.6075 ,18-Mar-15, 5.1418 ,18-Mar-15, 1.3270 ,18-Mar-15, 3.5294 ,18-Mar-15, 0.0553 
19-Mar-15, 38.8597 ,19-Mar-15, 5.1743 ,19-Mar-15, 1.3339 ,19-Mar-15, 3.5309 ,19-Mar-15, 0.0555 
20-Mar-15, 38.9236 ,20-Mar-15, 5.1779 ,20-Mar-15, 1.3383 ,20-Mar-15, 3.5278 ,20-Mar-15, 0.0555 
23-Mar-15, 38.9958 ,23-Mar-15, 5.1929 ,23-Mar-15, 1.3407 ,23-Mar-15, 3.5241 ,23-Mar-15, 0.0556 
24-Mar-15, 38.9093 ,24-Mar-15, 5.1855 ,24-Mar-15, 1.3370 ,24-Mar-15, 3.5240 ,24-Mar-15, 0.0556 
25-Mar-15, 38.8973 ,25-Mar-15, 5.1901 ,25-Mar-15, 1.3373 ,25-Mar-15, 3.5291 ,25-Mar-15, 0.0556 
26-Mar-15, 39.1121 ,26-Mar-15, 5.2118 ,26-Mar-15, 1.3438 ,26-Mar-15, 3.5025 ,26-Mar-15, 0.0556 
27-Mar-15, 39.1759 ,27-Mar-15, 5.2144 ,27-Mar-15, 1.3446 ,27-Mar-15, 3.5245 ,27-Mar-15, 0.0555 
30-Mar-15, 39.1868 ,30-Mar-15, 5.2266 ,30-Mar-15, 1.3454 ,30-Mar-15, 3.5223 ,30-Mar-15, 0.0556 
31-Mar-15, 39.1765 ,31-Mar-15, 5.2527 ,31-Mar-15, 1.3463 ,31-Mar-15, 3.5221 ,31-Mar-15, 0.0556 
1-Apr-15, 39.3936 ,1-Apr-15, 5.2860 ,1-Apr-15, 1.3520 ,1-Apr-15, 3.5238 ,1-Apr-15, 0.0556 
6-Apr-15, 39.6210 ,6-Apr-15, 5.3235 ,6-Apr-15, 1.3597 ,6-Apr-15, 3.5295 ,6-Apr-15, 0.0555 
7-Apr-15, 39.7690 ,7-Apr-15, 5.3514 ,7-Apr-15, 1.3629 ,7-Apr-15, 3.5293 ,7-Apr-15, 0.0555 
8-Apr-15, 39.5668 ,8-Apr-15, 5.3215 ,8-Apr-15, 1.3555 ,8-Apr-15, 3.5302 ,8-Apr-15, 0.0555 
10-Apr-15, 39.8522 ,10-Apr-15, 5.3676 ,10-Apr-15, 1.3632 ,10-Apr-15, 3.5264 ,10-Apr-15, 0.0556 
13-Apr-15, 39.5629 ,13-Apr-15, 5.3325 ,13-Apr-15, 1.3500 ,13-Apr-15, 3.5266 ,13-Apr-15, 0.0556 
14-Apr-15, 39.4130 ,14-Apr-15, 5.3221 ,14-Apr-15, 1.3456 ,14-Apr-15, 3.5264 ,14-Apr-15, 0.0556 
15-Apr-15, 38.5873 ,15-Apr-15, 5.2273 ,15-Apr-15, 1.3196 ,15-Apr-15, 3.5271 ,15-Apr-15, 0.0556 
16-Apr-15, 38.8318 ,16-Apr-15, 5.2570 ,16-Apr-15, 1.3268 ,16-Apr-15, 3.5262 ,16-Apr-15, 0.0556 
17-Apr-15, 38.7870 ,17-Apr-15, 5.2553 ,17-Apr-15, 1.3256 ,17-Apr-15, 3.5245 ,17-Apr-15, 0.0556 
20-Apr-15, 38.3862 ,20-Apr-15, 5.2032 ,20-Apr-15, 1.3124 ,20-Apr-15, 3.5326 ,20-Apr-15, 0.0556 
21-Apr-15, 38.3486 ,21-Apr-15, 5.1913 ,21-Apr-15, 1.3115 ,21-Apr-15, 3.5374 ,21-Apr-15, 0.0559 
22-Apr-15, 38.3151 ,22-Apr-15, 5.1824 ,22-Apr-15, 1.3105 ,22-Apr-15, 3.5357 ,22-Apr-15, 0.0556 
23-Apr-15, 38.6012 ,23-Apr-15, 5.2189 ,23-Apr-15, 1.3214 ,23-Apr-15, 3.5311 ,23-Apr-15, 0.0556 
24-Apr-15, 38.8582 ,24-Apr-15, 5.2494 ,24-Apr-15, 1.3310 ,24-Apr-15, 3.5279 ,24-Apr-15, 0.0556 
27-Apr-15, 38.9363 ,27-Apr-15, 5.2554 ,27-Apr-15, 1.3332 ,27-Apr-15, 3.5244 ,27-Apr-15, 0.0556 
28-Apr-15, 38.6853 ,28-Apr-15, 5.2118 ,28-Apr-15, 1.3257 ,28-Apr-15, 3.5205 ,28-Apr-15, 0.0556 
29-Apr-15, 38.4363 ,29-Apr-15, 5.1735 ,29-Apr-15, 1.3165 ,29-Apr-15, 3.5199 ,29-Apr-15, 0.0556 
30-Apr-15, 37.9732 ,30-Apr-15, 5.1046 ,30-Apr-15, 1.3024 ,30-Apr-15, 3.5233 ,30-Apr-15, 0.0556 
4-May-15, 38.3897 ,4-May-15, 5.1687 ,4-May-15, 1.3153 ,4-May-15, 3.5209 ,4-May-15, 0.0556 
5-May-15, 38.8800 ,5-May-15, 5.2322 ,5-May-15, 1.3324 ,5-May-15, 3.5248 ,5-May-15, 0.0556 
6-May-15, 38.7787 ,6-May-15, 5.2038 ,6-May-15, 1.3324 ,6-May-15, 3.5254 ,6-May-15, 0.0556 
7-May-15, 38.5285 ,7-May-15, 5.1676 ,7-May-15, 1.3251 ,7-May-15, 3.5204 ,7-May-15, 0.0555 
8-May-15, 38.2283 ,8-May-15, 5.1342 ,8-May-15, 1.3133 ,8-May-15, 3.5190 ,8-May-15, 0.0555 
11-May-15, 38.3567 ,11-May-15, 5.1516 ,11-May-15, 1.3156 ,11-May-15, 3.5194 ,11-May-15, 0.0556 
12-May-15, 38.4347 ,12-May-15, 5.1617 ,12-May-15, 1.3191 ,12-May-15, 3.5193 ,12-May-15, 0.0554 
13-May-15, 38.4972 ,13-May-15, 5.1702 ,13-May-15, 1.3242 ,13-May-15, 3.5190 ,13-May-15, 0.0555 
14-May-15, 38.5430 ,14-May-15, 5.1846 ,14-May-15, 1.3287 ,14-May-15, 3.5210 ,14-May-15, 0.0554 
15-May-15, 38.7683 ,15-May-15, 5.2161 ,15-May-15, 1.3355 ,15-May-15, 3.4834 ,15-May-15, 0.0555 
18-May-15, 38.8608 ,18-May-15, 5.2332 ,18-May-15, 1.3363 ,18-May-15, 3.5220 ,18-May-15, 0.0555 
19-May-15, 38.6393 ,19-May-15, 5.2081 ,19-May-15, 1.3280 ,19-May-15, 3.5188 ,19-May-15, 0.0555 
20-May-15, 38.7290 ,20-May-15, 5.2147 ,20-May-15, 1.3333 ,20-May-15, 3.4839 ,20-May-15, 0.0555 
21-May-15, 38.4422 ,21-May-15, 5.1861 ,21-May-15, 1.3231 ,21-May-15, 3.5202 ,21-May-15, 0.0555 
22-May-15, 38.2991 ,22-May-15, 5.1621 ,22-May-15, 1.3181 ,22-May-15, 3.5209 ,22-May-15, 0.0556 
25-May-15, 38.0203 ,25-May-15, 5.1308 ,25-May-15, 1.3074 ,25-May-15, 3.5208 ,25-May-15, 0.0556 
26-May-15, 37.8050 ,26-May-15, 5.1125 ,26-May-15, 1.2977 ,26-May-15, 3.5207 ,26-May-15, 0.0556 
27-May-15, 37.1517 ,27-May-15, 5.0312 ,27-May-15, 1.2752 ,27-May-15, 3.5213 ,27-May-15, 0.0555 
28-May-15, 36.7143 ,28-May-15, 4.9726 ,28-May-15, 1.2601 ,28-May-15, 3.5219 ,28-May-15, 0.0555 
29-May-15, 37.0703 ,29-May-15, 5.0167 ,29-May-15, 1.2746 ,29-May-15, 3.5247 ,29-May-15, 0.0555 
1-Jun-15, 37.4643 ,1-Jun-15, 5.0699 ,1-Jun-15, 1.2878 ,1-Jun-15, 3.5255 ,1-Jun-15, 0.0555 
2-Jun-15, 37.0080 ,2-Jun-15, 4.9997 ,2-Jun-15, 1.2749 ,2-Jun-15, 3.5260 ,2-Jun-15, 0.0555 
3-Jun-15, 37.0137 ,3-Jun-15, 5.0056 ,3-Jun-15, 1.2756 ,3-Jun-15, 3.5292 ,3-Jun-15, 0.0555 
4-Jun-15, 37.0551 ,4-Jun-15, 4.9988 ,4-Jun-15, 1.2790 ,4-Jun-15, 3.5261 ,4-Jun-15, 0.0553 
5-Jun-15, 36.9488 ,5-Jun-15, 4.9819 ,5-Jun-15, 1.2750 ,5-Jun-15, 3.4950 ,5-Jun-15, 0.0553 
8-Jun-15, 36.7716 ,8-Jun-15, 4.9563 ,8-Jun-15, 1.2702 ,8-Jun-15, 3.5025 ,8-Jun-15, 0.0552 
9-Jun-15, 35.9964 ,9-Jun-15, 4.8558 ,9-Jun-15, 1.2440 ,9-Jun-15, 3.5008 ,9-Jun-15, 0.0552 
10-Jun-15, 36.2604 ,10-Jun-15, 4.8934 ,10-Jun-15, 1.2524 ,10-Jun-15, 3.5322 ,10-Jun-15, 0.0551 
11-Jun-15, 36.7724 ,11-Jun-15, 4.9674 ,11-Jun-15, 1.2692 ,11-Jun-15, 3.5291 ,11-Jun-15, 0.0551 
15-Jun-15, 36.5693 ,15-Jun-15, 4.9364 ,15-Jun-15, 1.2619 ,15-Jun-15, 3.4967 ,15-Jun-15, 0.0551 
16-Jun-15, 36.7410 ,16-Jun-15, 4.9663 ,16-Jun-15, 1.2676 ,16-Jun-15, 3.4972 ,16-Jun-15, 0.0551 
17-Jun-15, 36.8885 ,17-Jun-15, 4.9855 ,17-Jun-15, 1.2731 ,17-Jun-15, 3.5299 ,17-Jun-15, 0.0552 
18-Jun-15, 37.1884 ,18-Jun-15, 5.0296 ,18-Jun-15, 1.2827 ,18-Jun-15, 3.5297 ,18-Jun-15, 0.0553 
19-Jun-15, 37.1572 ,19-Jun-15, 5.0255 ,19-Jun-15, 1.2823 ,19-Jun-15, 3.5300 ,19-Jun-15, 0.0553 
22-Jun-15, 37.1953 ,22-Jun-15, 5.0305 ,22-Jun-15, 1.2824 ,22-Jun-15, 3.5479 ,22-Jun-15, 0.0553 
23-Jun-15, 36.9500 ,23-Jun-15, 4.9943 ,23-Jun-15, 1.2749 ,23-Jun-15, 3.5464 ,23-Jun-15, 0.0554 
24-Jun-15, 37.2888 ,24-Jun-15, 5.0519 ,24-Jun-15, 1.2853 ,24-Jun-15, 3.5461 ,24-Jun-15, 0.0553 
25-Jun-15, 37.0663 ,25-Jun-15, 5.0129 ,25-Jun-15, 1.2787 ,25-Jun-15, 3.5359 ,25-Jun-15, 0.0553 
26-Jun-15, 37.1973 ,26-Jun-15, 5.0389 ,26-Jun-15, 1.2841 ,26-Jun-15, 3.5335 ,26-Jun-15, 0.0553 
29-Jun-15, 36.9553 ,29-Jun-15, 5.0038 ,29-Jun-15, 1.2764 ,29-Jun-15, 3.5328 ,29-Jun-15, 0.0552 
30-Jun-15, 36.9656 ,30-Jun-15, 5.0025 ,30-Jun-15, 1.2766 ,30-Jun-15, 3.5305 ,30-Jun-15, 0.0553 
1-Jul-15, 36.9968 ,1-Jul-15, 5.0089 ,1-Jul-15, 1.2774 ,1-Jul-15, 3.5257 ,1-Jul-15, 0.0553 
2-Jul-15, 37.0727 ,2-Jul-15, 5.0106 ,2-Jul-15, 1.2803 ,2-Jul-15, 3.5256 ,2-Jul-15, 0.0553 
3-Jul-15, 36.9011 ,3-Jul-15, 4.9832 ,3-Jul-15, 1.2745 ,3-Jul-15, 3.5264 ,3-Jul-15, 0.0553 
6-Jul-15, 36.4228 ,6-Jul-15, 4.9331 ,6-Jul-15, 1.2566 ,6-Jul-15, 3.5259 ,6-Jul-15, 0.0553 
7-Jul-15, 36.3518 ,7-Jul-15, 4.9251 ,7-Jul-15, 1.2549 ,7-Jul-15, 3.5253 ,7-Jul-15, 0.0554 
8-Jul-15, 35.9748 ,8-Jul-15, 4.8752 ,8-Jul-15, 1.2416 ,8-Jul-15, 3.5257 ,8-Jul-15, 0.0553 
9-Jul-15, 36.0532 ,9-Jul-15, 4.8861 ,9-Jul-15, 1.2451 ,9-Jul-15, 3.5257 ,9-Jul-15, 0.0554 
10-Jul-15, 36.1182 ,10-Jul-15, 4.8952 ,10-Jul-15, 1.2462 ,10-Jul-15, 3.5256 ,10-Jul-15, 0.0554 
13-Jul-15, 36.5476 ,13-Jul-15, 4.9596 ,13-Jul-15, 1.2605 ,13-Jul-15, 3.5259 ,13-Jul-15, 0.0554 
14-Jul-15, 36.7619 ,14-Jul-15, 4.9860 ,14-Jul-15, 1.2676 ,14-Jul-15, 3.5336 ,14-Jul-15, 0.0553 
15-Jul-15, 36.8860 ,15-Jul-15, 4.9985 ,15-Jul-15, 1.2728 ,15-Jul-15, 3.5081 ,15-Jul-15, 0.0553 
16-Jul-15, 37.1445 ,16-Jul-15, 5.0347 ,16-Jul-15, 1.2823 ,16-Jul-15, 3.5067 ,16-Jul-15, 0.0554 
20-Jul-15, 36.8694 ,20-Jul-15, 4.9861 ,20-Jul-15, 1.2737 ,20-Jul-15, 3.5308 ,20-Jul-15, 0.0554 
21-Jul-15, 37.2407 ,21-Jul-15, 5.0404 ,21-Jul-15, 1.2851 ,21-Jul-15, 3.5310 ,21-Jul-15, 0.0554 
22-Jul-15, 37.2818 ,22-Jul-15, 5.0450 ,22-Jul-15, 1.2859 ,22-Jul-15, 3.5350 ,22-Jul-15, 0.0554 
23-Jul-15, 37.3286 ,23-Jul-15, 5.0558 ,23-Jul-15, 1.2873 ,23-Jul-15, 3.5239 ,23-Jul-15, 0.0554 
24-Jul-15, 37.3970 ,24-Jul-15, 5.0632 ,24-Jul-15, 1.2902 ,24-Jul-15, 3.5242 ,24-Jul-15, 0.0554 
27-Jul-15, 36.8786 ,27-Jul-15, 4.9884 ,27-Jul-15, 1.2728 ,27-Jul-15, 3.5229 ,27-Jul-15, 0.0554 
28-Jul-15, 36.5930 ,28-Jul-15, 4.9454 ,28-Jul-15, 1.2639 ,28-Jul-15, 3.5232 ,28-Jul-15, 0.0554 
29-Jul-15, 36.6575 ,29-Jul-15, 4.9476 ,29-Jul-15, 1.2671 ,29-Jul-15, 3.5237 ,29-Jul-15, 0.0554 
30-Jul-15, 36.8091 ,30-Jul-15, 4.9646 ,30-Jul-15, 1.2721 ,30-Jul-15, 3.5249 ,30-Jul-15, 0.0555 
31-Jul-15, 36.9266 ,31-Jul-15, 4.9896 ,31-Jul-15, 1.2745 ,31-Jul-15, 3.5250 ,31-Jul-15, 0.0555 
3-Aug-15, 37.0343 ,3-Aug-15, 5.0035 ,3-Aug-15, 1.2783 ,3-Aug-15, 3.5262 ,3-Aug-15, 0.0555 
4-Aug-15, 37.1501 ,4-Aug-15, 5.0189 ,4-Aug-15, 1.2828 ,4-Aug-15, 3.5286 ,4-Aug-15, 0.0555 
5-Aug-15, 37.4746 ,5-Aug-15, 5.0613 ,5-Aug-15, 1.2943 ,5-Aug-15, 3.5283 ,5-Aug-15, 0.0555 
6-Aug-15, 37.1845 ,6-Aug-15, 5.0156 ,6-Aug-15, 1.2854 ,6-Aug-15, 3.5230 ,6-Aug-15, 0.0555 
7-Aug-15, 36.9106 ,7-Aug-15, 4.9795 ,7-Aug-15, 1.2757 ,7-Aug-15, 3.5292 ,7-Aug-15, 0.0555 
10-Aug-15, 36.8975 ,10-Aug-15, 4.9796 ,10-Aug-15, 1.2760 ,10-Aug-15, 3.5356 ,10-Aug-15, 0.0555 
11-Aug-15, 37.0482 ,11-Aug-15, 5.0019 ,11-Aug-15, 1.2810 ,11-Aug-15, 3.5324 ,11-Aug-15, 0.0555 
12-Aug-15, 36.6241 ,12-Aug-15, 4.9555 ,12-Aug-15, 1.2656 ,12-Aug-15, 3.5317 ,12-Aug-15, 0.0555 
13-Aug-15, 36.3473 ,13-Aug-15, 4.9204 ,13-Aug-15, 1.2570 ,13-Aug-15, 3.5331 ,13-Aug-15, 0.0555 
14-Aug-15, 36.1507 ,14-Aug-15, 4.9005 ,14-Aug-15, 1.2503 ,14-Aug-15, 3.5333 ,14-Aug-15, 0.0555 
17-Aug-15, 35.7493 ,17-Aug-15, 4.8551 ,17-Aug-15, 1.2357 ,17-Aug-15, 3.5392 ,17-Aug-15, 0.0555 
18-Aug-15, 35.6891 ,18-Aug-15, 4.8527 ,18-Aug-15, 1.2332 ,18-Aug-15, 3.5400 ,18-Aug-15, 0.0555 
19-Aug-15, 35.7844 ,19-Aug-15, 4.8596 ,19-Aug-15, 1.2381 ,19-Aug-15, 3.5403 ,19-Aug-15, 0.0555 
20-Aug-15, 35.5071 ,20-Aug-15, 4.8196 ,20-Aug-15, 1.2295 ,20-Aug-15, 3.5370 ,20-Aug-15, 0.0555 
24-Aug-15, 33.2113 ,24-Aug-15, 4.5287 ,24-Aug-15, 1.1532 ,24-Aug-15, 3.5360 ,24-Aug-15, 0.0551 
25-Aug-15, 33.4280 ,25-Aug-15, 4.5535 ,25-Aug-15, 1.1612 ,25-Aug-15, 3.4972 ,25-Aug-15, 0.0551 
26-Aug-15, 33.7583 ,26-Aug-15, 4.5794 ,26-Aug-15, 1.1734 ,26-Aug-15, 3.5346 ,26-Aug-15, 0.0551 
27-Aug-15, 34.4021 ,27-Aug-15, 4.6785 ,27-Aug-15, 1.1954 ,27-Aug-15, 3.5356 ,27-Aug-15, 0.0551 
28-Aug-15, 34.7981 ,28-Aug-15, 4.7267 ,28-Aug-15, 1.2092 ,28-Aug-15, 3.5367 ,28-Aug-15, 0.0552 
